Año del censo;Provincia;Código del partido;Partido;Total EAPS;EAPS pequeñas (<= 500ha);EAPS grandes (>500 ha);Total de HA;HA ocupadas por EAPS pequeñas;HA ocupadas por EAPS grandes;HA sin limite definido;Superficie promedio;EAPS en manos de Empresas;EAPS en manos de Personas Humanas;EAPS en manos de otros;Superficie en manos de Empresas;Superficie en mano de Personas Humanas;Superficie en Otras manos;Cantidad de Mujeres propietarias de EAPs;Cantidad de Hombres propietarios de EAPs;Cantidad Sin discriminar propietaries EAPS;Mujeres Residentes del campo;Varones Residentes del campo;Empleo;Total ha implantadas;Cantidad de hectáreas implantadas de Cereales;Maiz para grano por hectárea;Trigo pan por hectárea;Otros Cereales por hectareas;Cantidad de hectáreas implantadas de Oleaginosas;Soja por hectárea;Otras oleaginosas por hectareas;Cantidad de hectáreas implantadas de Forrajeras;Forrajeras anuales por hectáreas;Forrajeras perennes por hectáreas;Cantidad de ha para otras plantaciones;Cantidad de hectareas dedicadas a Bosques y montes naturales;Prácticas orgánicasbiodinámicas/agroecológicas_EAPs
2002;Buenos Aires;735;San Antonio de Areco;161;104;57;92604;15428;77177;0;575;73;86;2;56899;34980;726;0;0;0;389;544;0;82175;28429;13999;14024;406;39696;38808;888;13485;958;12527;566;151;0
2002;Buenos Aires;742;San Cayetano;360;208;152;240195;45401;194794;0;667;89;271;0;95752;144443;0;0;0;0;345;652;0;162842;79589;4621;67021;7947;48945;5969;42976;32414;8978;23436;1895;30;0
2002;Buenos Aires;749;San Fernando;20;17;3;12269;2834;9435;0;613;5;15;0;0;2614;0;0;0;0;60;72;0;3919;0;0;0;0;0;0;0;0;0;0;3919;14;0
2002;Buenos Aires;756;San Isidro;9;9;0;3;3;0;0;0;6;3;0;2;0;0;0;0;0;3;4;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0
2002;Buenos Aires;760;San Miguel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Buenos Aires;763;San Nicolás;293;268;25;53105;32490;20615;0;181;71;219;3;23300;28854;0;0;0;0;332;464;0;51875;14042;5636;7883;524;33686;33622;64;2771;309;2462;1376;15;0
2002;Buenos Aires;770;San Pedro;632;583;49;105145;50585;54561;0;166;178;450;4;61272;43145;728;0;0;0;888;1193;0;93734;23209;8113;14439;656;52868;52497;371;4607;566;4041;13052;370;0
2002;Buenos Aires;778;San Vicente;170;148;22;48383;26418;21965;0;285;40;130;0;15231;33152;0;0;0;0;262;372;0;2020;0;0;0;0;0;0;0;1955;1193;762;65;305;0
2002;Buenos Aires;784;Suipacha;254;215;39;87473;36440;51033;0;344;88;163;3;46317;37449;0;0;0;0;386;568;0;41632;8604;2793;5625;187;12014;11597;417;20630;3146;17484;384;334;0
2002;Buenos Aires;791;Tandil;659;417;242;442390;70534;371856;0;671;290;360;9;292329;141173;4668;0;0;0;1175;1755;0;303905;109052;21728;83920;3404;80238;53234;27004;110056;22179;87877;4559;222;0
2002;Buenos Aires;798;Tapalqué;371;207;164;270895;47545;223351;0;730;124;243;4;136168;126403;8324;0;0;0;202;444;0;14210;2864;1479;1330;55;1878;1184;694;8671;1590;7081;797;250;0
2002;Buenos Aires;805;Tigre;35;35;0;696;696;0;0;20;4;31;0;0;609;0;0;0;0;49;46;0;182;0;0;0;0;0;0;0;2;0;2;180;16;0
2002;Buenos Aires;812;Tordillo;125;93;32;105546;15234;90312;0;844;33;92;0;63413;31494;0;0;0;0;152;194;0;10351;426;426;0;0;55;55;0;9863;220;9643;7;40;0
2002;Buenos Aires;819;Tornquist;492;258;234;400387;66178;334209;0;814;153;335;4;194112;188617;6;0;0;0;582;896;0;187678;76510;1444;65451;9615;10794;1669;9125;98827;62214;36613;1547;8327;0
2002;Buenos Aires;826;Trenque Lauquen;452;267;185;407812;59304;348508;0;902;145;296;11;206017;180193;21602;0;0;0;1008;1613;0;321510;73424;36221;33123;4080;77696;50462;27234;168901;47740;121161;1489;607;0
2002;Buenos Aires;833;Tres Arroyos;692;355;337;526636;75917;450719;0;761;250;433;9;282466;238338;5764;0;0;0;791;1405;0;445408;208851;14931;161260;32660;119079;7342;111737;113749;23982;89767;3729;0;0
2002;Buenos Aires;840;Tres de Febrero;5;5;0;117;117;0;0;23;0;5;0;0;117;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0
2002;Buenos Aires;847;Tres Lomas;285;241;44;109675;43430;66245;0;385;70;212;3;56678;51510;1487;0;0;0;206;371;0;72669;13991;4587;7958;1446;10896;2888;8008;47764;14421;33343;18;125;0
2002;Buenos Aires;854;25 de mayo;868;693;175;363368;96735;266632;0;419;203;660;5;180640;170417;5002;0;0;0;894;1378;0;151281;42408;15024;25140;2244;67052;63835;3217;40522;5971;34551;1300;1325;0
2002;Buenos Aires;861;Vicente López;4;4;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
2002;Buenos Aires;868;Villa Gesell;3;3;0;6;6;0;0;2;0;3;0;0;6;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
2002;Buenos Aires;875;Villarino;938;583;355;879258;104750;774508;0;937;192;736;10;409701;450228;13513;0;0;0;1017;1737;0;241611;65831;1610;51288;12933;3739;205;3534;163786;77872;85914;8255;183760;0
2002;Buenos Aires;882;Zárate;167;145;22;34959;11384;23576;0;209;61;106;0;21228;13731;0;0;0;0;315;424;0;28207;7433;2627;4633;173;12789;12617;172;3177;418;2759;4809;544;0
1988;Buenos Aires;0;Provincia de Buenos Aires;75479;62205;13274;27282510;7981871;19300639;0;361;24307;50602;570;14622015;12108104;552391;0;0;0;68274;125341;181679;11750099;3651208;912301;2257131;481777;2283645;1041463;1242183;5610541;1829899;3780642;204705;0;0
1988;Buenos Aires;0;Adolfo Alsina;1021;773;248;476780;161126;315655;0;467;277;732;3;204041;264887;7852;0;0;0;0;0;0;362942;121346;5941;92638;22767;37906;102;37804;203110;102545;100564;582;0;0
1988;Buenos Aires;0;Adolfo Gonzales Chaves;527;350;177;334132;77695;256437;0;634;115;349;0;184858;148852;422;0;0;0;0;0;0;195665;71588;2721;55308;13559;31870;177;31693;91828;20314;71515;379;0;0
1988;Buenos Aires;0;Alberti;442;413;29;99429;49360;24052;0;225;173;246;0;72433;26993;3;0;0;0;0;0;0;82001;31322;17338;13041;943;22123;17466;4658;26839;2378;24461;1718;0;0
1988;Buenos Aires;0;Almirante Brown;84;84;0;1245;854;0;0;15;0;71;0;435;811;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;83;22;61;85;0;0
1988;Buenos Aires;0;Arrecifes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Avellaneda;57;57;0;278;161;0;0;5;18;52;0;109;170;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;170;0;0
1988;Buenos Aires;0;Ayacucho;1171;827;344;627694;153016;474679;0;536;393;771;0;352329;264430;10936;0;0;0;0;0;0;142818;14466;7344;4707;2415;19248;120;19128;107566;34007;73558;1539;0;0
1988;Buenos Aires;0;Azul;1056;718;338;649413;137868;511545;0;615;391;648;0;347076;280986;21350;0;0;0;0;0;0;197878;62226;15507;41500;5219;34932;4991;29941;100112;28725;71388;608;0;0
1988;Buenos Aires;0;Bahía Blanca;348;223;125;229382;45697;183686;0;659;147;192;5;128621;84255;13349;0;0;0;0;0;0;89789;34555;0;28360;6195;170;0;170;54789;38901;15888;275;0;0
1988;Buenos Aires;0;Balcarce;1347;1139;208;394978;119864;275115;0;293;489;838;0;245244;135040;14694;0;0;0;0;0;0;211072;58836;12513;38373;7951;24646;94;24552;115215;26620;88594;12375;0;0
1988;Buenos Aires;0;Baradero;374;340;34;85880;33049;35472;0;230;114;235;0;44026;41854;0;0;0;0;0;0;0;64445;17698;9942;7471;285;26668;20413;6255;17062;2483;14579;3018;0;0
1988;Buenos Aires;0;Bartolomé Mitre;410;355;55;103396;451;49878;0;252;159;213;0;73086;30262;49;0;0;0;0;0;0;99186;25017;11018;13416;583;54266;51335;2931;19623;2296;17327;281;0;0
1988;Buenos Aires;0;Benito Juárez;752;497;255;505076;40559;405985;0;672;244;498;0;247114;248131;9831;0;0;0;0;0;0;190002;59281;6303;46205;6774;25488;854;24634;103699;30276;73423;1534;0;0
1988;Buenos Aires;0;Berazategui;214;214;0;8349;99091;0;0;39;41;172;5;3938;3901;510;0;0;0;0;0;0;1760;332;306;24;2;206;0;206;200;130;70;1022;0;0
1988;Buenos Aires;0;Berisso;84;84;0;5567;4274;0;0;66;0;73;0;1542;3968;58;0;0;0;0;0;0;279;12;12;0;0;120;0;120;9;3;6;138;0;0
1988;Buenos Aires;0;Bolívar;1904;1698;206;478219;1674;278170;0;251;394;1442;0;216275;260807;1137;0;0;0;0;0;0;75212;14802;6075;6627;2100;11376;0;11376;47543;11477;36066;1491;0;0
1988;Buenos Aires;0;Bragado;960;872;88;201314;200049;90732;0;210;257;669;0;109063;92251;0;0;0;0;0;0;0;145361;50083;23749;15045;11289;45183;33786;11397;48933;10173;38760;1163;0;0
1988;Buenos Aires;0;Brandsen;400;371;29;94623;98141;20134;0;237;140;274;0;52015;42608;0;0;0;0;0;0;0;16633;470;312;130;28;335;0;335;15688;8074;7614;141;0;0
1988;Buenos Aires;0;Campana;266;247;19;56387;50931;20109;0;212;60;180;0;32662;19154;4571;0;0;0;0;0;0;26739;1441;785;524;133;2428;1046;1382;2463;1014;1449;20407;0;0
1988;Buenos Aires;0;Cañuelas;520;470;50;104287;20041;49202;0;201;167;347;0;56835;47175;277;0;0;0;0;0;0;20930;4397;3166;975;256;2390;25;2365;13426;5955;7471;717;0;0
1988;Buenos Aires;0;Capitán Sarmiento;243;221;22;52913;55084;15696;0;218;85;172;0;26807;25491;420;0;0;0;0;0;0;49679;13822;7846;5235;741;16246;13575;2671;19602;2120;17482;10;0;0
1988;Buenos Aires;0;Carlos Casares;1005;910;95;237499;24747;85853;0;236;250;709;0;142172;90541;4787;0;0;0;0;0;0;62729;14997;8115;4921;1961;10547;3686;6861;36291;11206;25086;895;0;0
1988;Buenos Aires;0;Carlos Tejedor;842;660;182;372281;102683;271480;0;442;299;533;0;210828;147301;14152;0;0;0;0;0;0;89568;12977;6032;3610;3335;8000;1487;6513;68357;12228;56130;234;0;0
1988;Buenos Aires;0;Carmen de Areco;241;204;37;75763;100801;37144;0;314;75;139;0;53079;22684;0;0;0;0;0;0;0;42360;11853;5820;5841;192;13595;12109;1486;16688;4701;11988;224;0;0
1988;Buenos Aires;0;Castelli;369;282;87;232381;24217;196543;0;630;98;240;0;142779;75031;14572;0;0;0;0;0;0;47082;3574;2384;1090;100;9215;0;9215;33912;7349;26563;381;0;0
1988;Buenos Aires;0;Chacabuco;1400;1312;88;217495;35838;80986;0;155;430;974;0;120281;95909;620;0;0;0;0;0;0;164660;62077;38419;22777;880;53981;51460;2521;47690;6170;41521;911;0;0
1988;Buenos Aires;0;Chascomús;1009;801;208;384707;103877;252831;0;381;342;657;0;185935;184316;14457;0;0;0;0;0;0;65562;8189;6672;775;743;7147;276;6871;49451;12834;36617;774;0;0
1988;Buenos Aires;0;Chivilcoy;1068;1004;64;175470;131877;62307;0;164;366;715;3;96945;76779;1746;0;0;0;0;0;0;142491;49352;25981;22527;844;40742;32799;7944;51869;7597;44273;528;0;0
1988;Buenos Aires;0;Colón;537;508;29;86734;93564;9838;0;162;158;362;0;53295;33431;9;0;0;0;0;0;0;94223;36475;16050;19823;602;33201;32823;378;23478;1190;22288;1070;0;0
1988;Buenos Aires;0;Coronel de Marina Leonardo Rosales;150;113;37;98471;47819;22381;0;656;67;93;0;61857;33950;2664;0;0;0;0;0;0;55752;22204;0;18198;4006;0;0;0;33334;18599;14735;214;0;0
1988;Buenos Aires;0;Coronel Dorrego;807;498;309;502302;27821;283031;0;622;276;540;4;235256;251167;13150;0;0;0;0;0;0;296676;155797;4247;109254;42295;40039;415;39624;99641;55340;44301;1200;0;0
1988;Buenos Aires;0;Coronel Pringles;806;527;279;513035;126201;401554;0;637;223;569;0;236085;255540;21410;0;0;0;0;0;0;234393;102800;3106;79835;19859;30145;116;30029;100845;39763;61082;604;0;0
1988;Buenos Aires;0;Coronel Suárez;1243;964;279;587661;111481;436342;0;473;317;910;3;282570;272031;33060;0;0;0;0;0;0;321598;130754;8038;110430;12287;63698;785;62913;126803;48182;78621;343;0;0
1988;Buenos Aires;0;Daireaux;757;591;166;343138;151319;253667;0;453;257;491;3;201184;140544;1410;0;0;0;0;0;0;118233;21729;3793;15054;2883;13940;90;13850;81654;19963;61692;910;0;0
1988;Buenos Aires;0;Dolores;395;314;81;171365;89471;124212;0;434;101;287;0;101623;66429;3314;0;0;0;0;0;0;8420;1785;1559;150;76;467;100;367;5833;1427;4406;336;0;0
1988;Buenos Aires;0;Ensenada;14;14;0;2933;47153;0;0;210;0;16;0;1477;1457;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
1988;Buenos Aires;0;Escobar;425;425;0;9868;1345;0;0;23;46;370;0;2959;6909;0;0;0;0;0;0;0;2676;0;0;0;0;160;160;0;49;21;28;2468;0;0
1988;Buenos Aires;0;Esteban Echeverría;149;149;0;12671;6903;0;0;85;49;111;0;5441;6310;0;0;0;0;0;0;0;2623;341;118;131;92;291;0;291;1262;442;820;730;0;0
1988;Buenos Aires;0;Exaltación de la Cruz;590;576;14;45517;8075;12421;0;77;118;404;0;16528;28984;5;0;0;0;0;0;0;26395;7048;3475;2747;826;8356;4444;3912;10557;3203;7354;435;0;0
1988;Buenos Aires;0;Ezeiza;0;0;0;0;33096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Florencio Varela;588;588;0;10908;0;0;0;19;129;468;0;3599;7308;0;0;0;0;0;0;0;2529;159;50;105;4;83;0;83;900;308;593;1387;0;0
1988;Buenos Aires;0;Florentino Ameghino;0;0;0;0;8053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;General Alvarado;699;631;68;153057;0;71283;0;219;205;495;6;95822;55965;1270;0;0;0;0;0;0;121066;39694;9845;27512;2337;13082;62;13020;57729;10984;46745;10562;0;0
1988;Buenos Aires;0;General Alvear;450;339;111;259594;45463;204319;0;577;50;312;0;144403;114698;492;0;0;0;0;0;0;34659;7359;5360;236;1763;2102;172;1930;24898;4267;20631;301;0;0
1988;Buenos Aires;0;General Arenales;874;827;47;137262;55275;26375;0;157;264;610;0;65866;68981;2415;0;0;0;0;0;0;141452;65516;34092;30870;554;55322;53584;1738;20289;3932;16357;325;0;0
1988;Buenos Aires;0;General Belgrano;401;302;99;192741;57447;157734;0;481;123;275;3;95690;95143;1908;0;0;0;0;0;0;36776;7313;4821;1720;772;7047;704;6343;21856;4285;17571;561;0;0
1988;Buenos Aires;0;General Guido;385;268;117;218965;35007;161791;0;569;119;263;3;102475;114210;2280;0;0;0;0;0;0;15324;2335;2156;40;139;1584;0;1584;11294;3177;8117;111;0;0
1988;Buenos Aires;0;General Juan Madariaga;500;355;145;280497;57174;229152;0;561;122;328;0;147722;128137;4638;0;0;0;0;0;0;33890;6073;4524;1188;361;1271;0;1271;26024;7100;18924;523;0;0
1988;Buenos Aires;0;General La Madrid;624;399;225;421592;51345;344815;0;676;180;420;0;187643;216637;17312;0;0;0;0;0;0;155437;39129;2439;30359;6331;19866;40;19826;95959;18385;77574;484;0;0
1988;Buenos Aires;0;General Las Heras;376;354;22;62045;76777;19951;0;165;142;234;0;31039;31006;0;0;0;0;0;0;0;11024;2084;1202;651;231;1149;340;809;7353;2852;4501;438;0;0
1988;Buenos Aires;0;General Lavalle;212;122;90;224615;42094;197380;0;1060;61;147;0;141107;83032;476;0;0;0;0;0;0;12713;1064;964;100;0;370;0;370;11033;2552;8481;246;0;0
1988;Buenos Aires;0;General Paz;524;496;28;99673;25889;20730;0;190;153;377;4;45212;53539;923;0;0;0;0;0;0;17898;3082;2013;534;535;1916;85;1831;12450;5390;7060;450;0;0
1988;Buenos Aires;0;General Pinto;801;617;184;412387;58363;333533;0;515;297;494;0;284032;124140;4215;0;0;0;0;0;0;265448;49060;16855;20702;11503;49294;24166;25128;166933;41653;125280;162;0;0
1988;Buenos Aires;0;General Pueyrredón;699;651;48;128736;78854;44352;0;184;218;484;0;83688;43308;1740;0;0;0;0;0;0;83979;22322;5527;15250;1545;6622;40;6582;44395;9826;34569;10640;0;0
1988;Buenos Aires;0;General Rodríguez;213;208;5;30710;45128;3001;0;144;52;139;0;15396;9429;5885;0;0;0;0;0;0;8677;1788;868;607;313;668;245;423;5387;1660;3727;835;0;0
1988;Buenos Aires;0;General San Martín;0;0;0;3;15889;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0
1988;Buenos Aires;0;General Sarmiento;173;173;0;639;0;0;0;4;30;143;0;172;462;5;0;0;0;0;0;0;169;5;5;0;0;0;0;0;4;2;2;160;0;0
1988;Buenos Aires;0;General Viamonte;948;862;86;208676;85751;88865;0;220;305;645;0;113189;91079;4408;0;0;0;0;0;0;115161;36215;19143;14479;2593;37188;27888;9300;40267;9411;30856;1492;0;0
1988;Buenos Aires;0;General Villegas;1206;886;320;656740;147873;508867;0;545;382;808;0;375575;270410;10756;0;0;0;0;0;0;452426;97499;31902;48706;16892;84272;39091;45181;268906;60477;208429;1749;0;0
1988;Buenos Aires;0;Guaminí;658;507;151;348305;90580;257725;0;529;199;455;0;174737;170889;680;0;0;0;0;0;0;210110;52351;7843;34873;9635;22777;25;22752;134226;47858;86368;757;0;0
1988;Buenos Aires;0;Hipólito Yrigoyen;433;361;72;153185;44612;108572;0;354;137;277;0;91273;54101;7811;0;0;0;0;0;0;33048;6837;4201;1740;896;3372;10;3362;22685;6785;15900;154;0;0
1988;Buenos Aires;0;Hurlingham;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Ituzaingó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;"José C, Paz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Junín;1089;1013;76;201352;109026;46574;0;185;374;710;4;108975;88210;4167;0;0;0;0;0;0;172695;69174;34845;32524;1806;65133;61461;3672;36634;10279;26355;1755;0;0
1988;Buenos Aires;0;La Costa;9;6;3;5526;1043;2515;0;614;3;12;0;572;4954;0;0;0;0;0;0;0;139;100;100;0;0;0;0;0;3;3;0;36;0;0
1988;Buenos Aires;0;La Matanza;166;166;0;4561;2172;0;0;27;27;142;0;1303;3258;1;0;0;0;0;0;0;1604;433;20;409;5;119;50;69;423;287;136;629;0;0
1988;Buenos Aires;0;Lanús;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;La Plata;1203;1191;12;42135;29177;12958;0;35;238;960;0;15594;26268;65;0;0;0;0;0;0;10577;674;384;285;5;510;185;325;4937;2653;2284;4456;0;0
1988;Buenos Aires;0;Laprida;425;247;178;298612;57800;240812;0;703;134;291;9;135359;139393;23860;0;0;0;0;0;0;85971;18724;713;15432;2579;6356;25;6331;60800;20061;40739;91;0;0
1988;Buenos Aires;0;Las Flores;736;631;105;321344;92581;116952;0;437;256;538;0;193778;125421;317;0;0;0;0;0;0;42019;8602;8130;126;346;4885;220;4665;27376;3880;23496;1157;0;0
1988;Buenos Aires;0;"Leandro N, Alem";480;435;45;130261;54199;65658;0;271;120;338;0;71605;58642;15;0;0;0;0;0;0;99161;23797;12646;7800;3352;19012;14281;4731;56273;21586;34688;79;0;0
1988;Buenos Aires;0;Lezama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Lincoln;1545;1311;234;555547;147929;407618;0;360;474;1051;0;347174;192550;15823;0;0;0;0;0;0;296869;73100;29218;30586;13296;63750;31599;32151;158788;37565;121223;1233;0;0
1988;Buenos Aires;0;Lobería;987;752;235;392338;112047;280291;0;398;367;612;8;222943;161119;8276;0;0;0;0;0;0;305092;110676;12147;84086;14444;70776;664;70112;118013;37556;80456;5627;0;0
1988;Buenos Aires;0;Lobos;971;929;42;155982;82818;29966;0;161;260;671;0;79834;75746;403;0;0;0;0;0;0;52513;12324;10437;1097;791;10386;1543;8843;28742;7209;21533;1062;0;0
1988;Buenos Aires;0;Lomas de Zamora;0;0;0;656;0;0;0;0;0;0;0;0;0;656;0;0;0;0;0;0;72;40;10;30;0;0;0;0;30;0;30;2;0;0
1988;Buenos Aires;0;Luján;431;414;17;62844;34404;11886;0;146;163;271;0;36880;25624;341;0;0;0;0;0;0;31779;8467;4587;3073;806;6386;2476;3910;15133;3596;11537;1794;0;0
1988;Buenos Aires;0;Magdalena;1034;875;159;311754;117594;162761;0;302;331;704;0;157872;151161;2720;0;0;0;0;0;0;34531;3856;2582;1025;250;5105;257;4848;23651;10488;13163;1918;0;0
1988;Buenos Aires;0;Maipú;316;184;132;261111;37448;223664;0;826;87;191;0;135278;115717;10116;0;0;0;0;0;0;32669;2639;2374;135;130;1350;0;1350;28495;4223;24272;186;0;0
1988;Buenos Aires;0;Malvinas Argentinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Mar Chiquita;503;354;149;323737;52429;271308;0;644;198;301;0;222373;98949;0;0;0;0;0;0;0;77168;9731;6154;2897;680;9841;0;9841;56198;11744;44454;1398;0;0
1988;Buenos Aires;0;Marcos Paz;344;334;10;30954;23096;7838;0;90;120;224;0;16534;14420;0;0;0;0;0;0;0;8971;828;473;297;58;681;45;636;6610;3615;2995;853;0;0
1988;Buenos Aires;0;Mercedes;671;643;28;91578;55654;19002;0;136;202;471;0;51856;39189;533;0;0;0;0;0;0;37188;5795;3601;2103;91;8562;3511;5051;20896;4983;15913;1936;0;0
1988;Buenos Aires;0;Merlo;157;157;0;2245;1879;0;0;14;0;139;0;428;1816;0;0;0;0;0;0;0;813;17;5;5;7;0;0;0;112;28;84;684;0;0
1988;Buenos Aires;0;Monte;419;330;89;163623;48071;115552;0;391;147;267;0;89870;71394;2359;0;0;0;0;0;0;44879;6480;4685;1453;342;7094;563;6531;31022;5813;25209;283;0;0
1988;Buenos Aires;0;Monte Hermoso;0;0;0;15051;0;0;0;0;4;0;0;15051;0;0;0;0;0;0;0;0;6225;0;0;0;0;0;0;0;6095;70;6025;130;0;0
1988;Buenos Aires;0;Moreno;169;169;0;2421;2136;0;0;14;32;136;0;1024;1345;53;0;0;0;0;0;0;475;3;3;0;0;65;0;65;54;15;39;353;0;0
1988;Buenos Aires;0;Morón;0;0;0;4;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0
1988;Buenos Aires;0;Navarro;619;571;48;143287;71135;33575;0;231;183;425;0;60454;81411;1422;0;0;0;0;0;0;61182;14329;8751;4328;1250;13137;5626;7511;33643;10284;23360;73;0;0
1988;Buenos Aires;0;Necochea;701;483;218;388691;95816;292876;0;554;260;438;3;226629;159814;2249;0;0;0;0;0;0;278764;130003;8895;99262;21846;79234;842;78392;67375;20869;46507;2152;0;0
1988;Buenos Aires;0;9 de julio;1435;1270;165;408614;148478;171839;0;285;440;1012;0;214041;192018;2555;0;0;0;0;0;0;171251;41391;22419;16925;2047;39878;23305;16574;88533;19608;68925;1450;0;0
1988;Buenos Aires;0;Olavarría;1149;801;348;712420;144148;568272;0;620;350;778;0;358893;324787;28739;0;0;0;0;0;0;196004;35816;6919;23026;5872;15942;590;15352;142993;34684;108309;1252;0;0
1988;Buenos Aires;0;Patagones;1073;496;577;1243315;113430;1129886;0;1159;291;745;0;573265;668344;1706;0;0;0;0;0;0;255849;137351;331;125021;11999;0;0;0;116229;84035;32194;2269;0;0
1988;Buenos Aires;0;Pehuajó;1272;1082;190;426622;144851;281771;0;335;373;873;3;247908;157991;20724;0;0;0;0;0;0;63371;10538;5901;3278;1359;7406;1181;6225;44950;15104;29846;477;0;0
1988;Buenos Aires;0;Pellegrini;274;196;78;171699;39639;70034;0;627;106;168;0;97612;67353;6733;0;0;0;0;0;0;88196;12987;5095;4783;3109;12304;193;12111;62308;25309;36999;598;0;0
1988;Buenos Aires;0;Pergamino;1600;1498;102;285549;174391;90063;0;178;649;951;0;174373;107930;3245;0;0;0;0;0;0;289762;97966;36500;59411;2055;134694;127416;7278;53487;4244;49243;3615;0;0
1988;Buenos Aires;0;Pila;368;246;122;271482;43607;227875;0;738;43;263;0;133955;137497;30;0;0;0;0;0;0;20302;1925;1551;194;180;1315;0;1315;15798;3444;12354;1265;0;0
1988;Buenos Aires;0;Pilar;518;518;0;15754;13993;0;0;30;151;377;0;7769;7976;9;0;0;0;0;0;0;6167;845;254;446;146;668;419;249;3075;1229;1846;1579;0;0
1988;Buenos Aires;0;Pinamar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Presidente Perón;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Puán;1139;854;285;528145;192660;261224;0;464;361;785;0;244636;275529;7980;0;0;0;0;0;0;245266;114593;461;96798;17334;11233;27;11206;119428;67333;52095;12;0;0
1988;Buenos Aires;0;Punta Indio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Quilmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Buenos Aires;0;Ramallo;498;465;33;87459;51013;36446;0;176;177;293;0;54507;31128;1824;0;0;0;0;0;0;79167;16498;4985;11327;187;52896;51930;966;6842;840;6002;2930;0;0
1988;Buenos Aires;0;Rauch;971;774;197;392035;126588;265447;0;404;250;716;0;157986;233414;635;0;0;0;0;0;0;57303;7354;5432;885;1037;5778;0;5778;43513;10445;33068;659;0;0
1988;Buenos Aires;0;Rivadavia;685;503;182;367566;80478;287088;0;537;247;428;0;225535;132650;9381;0;0;0;0;0;0;251140;53145;28448;17314;7383;34305;5680;28625;163175;57782;105393;515;0;0
1988;Buenos Aires;0;Rojas;932;868;64;173376;80400;39812;0;186;320;613;3;96707;76266;403;0;0;0;0;0;0;176205;69031;33700;34526;805;63730;62421;1309;41523;4931;36593;1922;0;0
1988;Buenos Aires;0;Roque Pérez;653;590;63;143341;53352;55659;0;220;133;501;0;69497;73844;0;0;0;0;0;0;0;35638;14627;13117;1045;465;6424;1013;5411;12598;3772;8826;1989;0;0
1988;Buenos Aires;0;Saavedra;678;496;182;335188;107518;176663;0;494;189;465;0;140757;193690;740;0;0;0;0;0;0;211480;89318;974;77628;10716;30016;328;29688;92011;48550;43462;135;0;0
