Column1;Año del censo;Partido;Cultivo;Total
1245;2018;Benito Juárez;Bosques;1665
1246;2018;Berazategui;Bosques;5
1247;2018;Berisso;Bosques;42,8
1248;2018;Bolívar;Bosques;6528,5
1249;2018;Bragado;Bosques;324,1
1250;2018;Brandsen;Bosques;118
1251;2018;Campana;Bosques;77,3
1252;2018;Cañuelas;Bosques;208
1253;2018;Capitán Sarmiento;Bosques;207
1254;2018;Carlos Casares;Bosques;614
1255;2018;Carlos Tejedor;Bosques;37
1256;2018;Carmen de Areco;Bosques;5332,8
1257;2018;Castelli;Bosques;57
1258;2018;Chacabuco;Bosques;344,7
1259;2018;Chascomús;Bosques;500,8
1260;2018;Chivilcoy;Bosques;818,5
1261;2018;Colón;Bosques;111,1
1262;2018;Coronel de Marina Leonardo Rosales;Bosques;306
1263;2018;Coronel Dorrego;Bosques;122
1264;2018;Coronel Pringles;Bosques;106,2
1265;2018;Coronel Suárez;Bosques;400
1266;2018;Daireaux;Bosques;1141
1267;2018;Dolores;Bosques;600
1268;2018;Ensenada;Bosques;
1269;2018;Escobar;Bosques;463
1270;2018;Esteban Echeverría;Bosques;36,5
1271;2018;Exaltación de la Cruz;Bosques;316
1272;2018;Ezeiza;Bosques;492
1273;2018;Florencio Varela;Bosques;0,8
1274;2018;Florentino Ameghino;Bosques;118
1275;2018;General Alvarado;Bosques;374
1276;2018;General Alvear;Bosques;613,8
1277;2018;General Arenales;Bosques;9,5
1278;2018;General Belgrano;Bosques;67
1279;2018;General Guido;Bosques;67
1280;2018;General Juan Madariaga;Bosques;460
1281;2018;General La Madrid;Bosques;46
1282;2018;General Las Heras;Bosques;149
1283;2018;General Lavalle;Bosques;646,2
1284;2018;General Paz;Bosques;54
1285;2018;General Pinto;Bosques;199,5
1286;2018;General Pueyrredón;Bosques;529,2
1287;2018;General Rodríguez;Bosques;
1288;2018;General San Martín;Bosques;
1289;2018;General Viamonte;Bosques;1031,5
1290;2018;General Villegas;Bosques;575,5
1291;2018;Guaminí;Bosques;281
1292;2018;Hipólito Yrigoyen;Bosques;439
1293;2018;Hurlingham;Bosques;3
1294;2018;Ituzaingó;Bosques;
1295;2018;José C, Paz;Bosques;0,5
1296;2018;Junín;Bosques;440,7
1297;2018;La Costa;Bosques;
1298;2018;La Matanza;Bosques;8
1299;2018;Lanús;Bosques;
1300;2018;La Plata;Bosques;123,7
1301;2018;Laprida;Bosques;253
1302;2018;Las Flores;Bosques;939,7
1303;2018;Leandro N, Alem;Bosques;162
1304;2018;Lezama;Bosques;200
1305;2018;Lincoln;Bosques;2053
1306;2018;Lobería;Bosques;1109,5
1307;2018;Lobos;Bosques;443,5
1308;2018;Lomas de Zamora;Bosques;90
1309;2018;Luján;Bosques;609,3
1310;2018;Magdalena;Bosques;1125,3
1311;2018;Maipú;Bosques;213
1312;2018;Malvinas Argentinas;Bosques;
1313;2018;Mar Chiquita;Bosques;631
1314;2018;Marcos Paz;Bosques;42
1315;2018;Mercedes;Bosques;544,3
1316;2018;Merlo;Bosques;4,5
1317;2018;Monte;Bosques;209
1318;2018;Monte Hermoso;Bosques;11,5
1319;2018;Moreno;Bosques;
1320;2018;Morón;Bosques;
1321;2018;Navarro;Bosques;224,1
1322;2018;Necochea;Bosques;343,6
1323;2018;9 de julio;Bosques;805,5
1324;2018;Olavarría;Bosques;472
1325;2018;Patagones;Bosques;312390,2
1326;2018;Pehuajó;Bosques;298
1327;2018;Pellegrini;Bosques;379
1328;2018;Pergamino;Bosques;436,5
1329;2018;Pila;Bosques;79
1330;2018;Pilar;Bosques;48
1331;2018;Pinamar;Bosques;
1332;2018;Presidente Perón;Bosques;
1333;2018;Puán;Bosques;43386,5
1334;2018;Punta Indio;Bosques;1451,2
1335;2018;Quilmes;Bosques;5
1336;2018;Ramallo;Bosques;7
1337;2018;Rauch;Bosques;602,5
1338;2018;Rivadavia;Bosques;86
1339;2018;Rojas;Bosques;244,8
1340;2018;Roque Pérez;Bosques;539,8
1341;2018;Saavedra;Bosques;664
1342;2018;Saladillo;Bosques;1379,8
1343;2018;Salliqueló;Bosques;137
1344;2018;Salto;Bosques;86,5
1345;2018;San Andrés de Giles;Bosques;179,5
1346;2018;San Antonio de Areco;Bosques;34
1347;2018;San Cayetano;Bosques;340
1348;2018;San Fernando;Bosques;1662,5
1349;2018;San Isidro;Bosques;
1350;2018;San Miguel;Bosques;
1351;2018;San Nicolás;Bosques;28
1352;2018;San Pedro;Bosques;190,7
1353;2018;San Vicente;Bosques;
1354;2018;Suipacha;Bosques;68
1355;2018;Tandil;Bosques;1259,2
1356;2018;Tapalqué;Bosques;380,5
1357;2018;Tigre;Bosques;48,3
1358;2018;Tordillo;Bosques;
1359;2018;Tornquist;Bosques;1676
1360;2018;Trenque Lauquen;Bosques;167,4
1361;2018;Tres Arroyos;Bosques;1988,6
1362;2018;Tres de Febrero;Bosques;
1363;2018;Tres Lomas;Bosques;619
1364;2018;25 de mayo;Bosques;5662
1365;2018;Vicente López;Bosques;
1366;2018;Villa Gesell;Bosques;
1367;2018;Villarino;Bosques;181846,7
1368;2018;Zárate;Bosques;467
1369;2002;Buenos Aires;Bosques;884827,3
1370;2002;Adolfo Alsina;Bosques;1295,3
1371;2002;Adolfo Gonzales Chaves;Bosques;345,7
1372;2002;Alberti;Bosques;2674
1373;2002;Almirante Brown;Bosques;30
1374;2002;Arrecifes;Bosques;734,7
1375;2002;Avellaneda;Bosques;24,1
1376;2002;Ayacucho;Bosques;426,5
1377;2002;Azul;Bosques;730,2
1378;2002;Bahía Blanca;Bosques;7666
1379;2002;Balcarce;Bosques;2273,3
1380;2002;Baradero;Bosques;488,3
1381;2002;Benito Juárez;Bosques;221,5
1382;2002;Berazategui;Bosques;127
1383;2002;Berisso;Bosques;740,7
1384;2002;Bolívar;Bosques;2093,4
1385;2002;Bragado;Bosques;1622,6
1386;2002;Brandsen;Bosques;434
1387;2002;Campana;Bosques;17571,4
1388;2002;Cañuelas;Bosques;429,8
1389;2002;Capitán Sarmiento;Bosques;527
1390;2002;Carlos Casares;Bosques;602,6
1391;2002;Carlos Tejedor;Bosques;481,7
1392;2002;Carmen de Areco;Bosques;420
1393;2002;Castelli;Bosques;1424
1394;2002;Chacabuco;Bosques;852,4
1395;2002;Chascomús;Bosques;2899,8
1396;2002;Chivilcoy;Bosques;1393,5
1397;2002;Colón;Bosques;112,5
1398;2002;Coronel de Marina Leonardo Rosales;Bosques;51,5
1399;2002;Coronel Dorrego;Bosques;4038
1400;2002;Coronel Pringles;Bosques;191
1401;2002;Coronel Suárez;Bosques;240,5
1402;2002;Daireaux;Bosques;3332
1403;2002;Dolores;Bosques;1411,9
1404;2002;Ensenada;Bosques;10
1405;2002;Escobar;Bosques;240,6
1406;2002;Esteban Echeverría;Bosques;3,5
1407;2002;Exaltación de la Cruz;Bosques;424,5
1408;2002;Ezeiza;Bosques;0
1409;2002;Florencio Varela;Bosques;4,3
1410;2002;Florentino Ameghino;Bosques;1034,5
1411;2002;General Alvarado;Bosques;1219
1412;2002;General Alvear;Bosques;2252,4
1413;2002;General Arenales;Bosques;562,7
1414;2002;General Belgrano;Bosques;777,5
1415;2002;General Guido;Bosques;573
1416;2002;General Juan Madariaga;Bosques;5376,5
1417;2002;General La Madrid;Bosques;149,5
1418;2002;General Las Heras;Bosques;418,5
1419;2002;General Lavalle;Bosques;3413,5
1420;2002;General Paz;Bosques;42
1421;2002;General Pinto;Bosques;734
1422;2002;General Pueyrredón;Bosques;1266,6
1423;2002;General Rodríguez;Bosques;556
1424;2002;General San Martín;Bosques;0
1425;2002;General Viamonte;Bosques;956,7
1426;2002;General Villegas;Bosques;979,6
1427;2002;Guaminí;Bosques;2958,8
1428;2002;Hipólito Yrigoyen;Bosques;1307,5
1429;2002;Hurlingham;Bosques;0
1430;2002;Ituzaingó;Bosques;0
1431;2002;José C, Paz;Bosques;0,9
1432;2002;Junín;Bosques;1644,8
1433;2002;La Costa;Bosques;112
1434;2002;La Matanza;Bosques;90,6
1435;2002;Lanús;Bosques;0
1436;2002;La Plata;Bosques;788,1
1437;2002;Laprida;Bosques;362
1438;2002;Las Flores;Bosques;1142,5
1439;2002;Leandro N, Alem;Bosques;1602,5
1440;2002;Lezama;Bosques;
1441;2002;Lincoln;Bosques;3085,5
1442;2002;Lobería;Bosques;5164,4
1443;2002;Lobos;Bosques;967,5
1444;2002;Lomas de Zamora;Bosques;25
1445;2002;Luján;Bosques;1030,5
1446;2002;Magdalena;Bosques;2679,9
1447;2002;Maipú;Bosques;1006
1448;2002;Malvinas Argentinas;Bosques;0
1449;2002;Mar Chiquita;Bosques;1012,5
1450;2002;Marcos Paz;Bosques;466,1
1451;2002;Mercedes;Bosques;1008,3
1452;2002;Merlo;Bosques;4
1453;2002;Monte;Bosques;1443,6
1454;2002;Monte Hermoso;Bosques;34
1455;2002;Moreno;Bosques;0
1456;2002;Morón;Bosques;0
1457;2002;Navarro;Bosques;366,5
1458;2002;Necochea;Bosques;3223
1459;2002;9 de julio;Bosques;1097,3
1460;2002;Olavarría;Bosques;1179,6
1461;2002;Patagones;Bosques;504779,1
1462;2002;Pehuajó;Bosques;4687,3
1463;2002;Pellegrini;Bosques;696
1464;2002;Pergamino;Bosques;894,8
1465;2002;Pila;Bosques;318,5
1466;2002;Pilar;Bosques;0
1467;2002;Pinamar;Bosques;0
1468;2002;Presidente Perón;Bosques;0
1469;2002;Puán;Bosques;34595
1470;2002;Punta Indio;Bosques;2495,2
1471;2002;Quilmes;Bosques;0
1472;2002;Ramallo;Bosques;3174
1473;2002;Rauch;Bosques;494,3
1474;2002;Rivadavia;Bosques;844,8
1475;2002;Rojas;Bosques;446,2
1476;2002;Roque Pérez;Bosques;1517
1477;2002;Saavedra;Bosques;583
1478;2002;Saladillo;Bosques;1154,5
1479;2002;Salliqueló;Bosques;26
1480;2002;Salto;Bosques;421
1481;2002;San Andrés de Giles;Bosques;429
1482;2002;San Antonio de Areco;Bosques;239,5
1483;2002;San Cayetano;Bosques;1665
1484;2002;San Fernando;Bosques;3886
1485;2002;San Isidro;Bosques;0
1486;2002;San Miguel;Bosques;0
1487;2002;San Nicolás;Bosques;53,5
1488;2002;San Pedro;Bosques;395,5
1489;2002;San Vicente;Bosques;370
1490;2002;Suipacha;Bosques;434
1491;2002;Tandil;Bosques;2462,5
1492;2002;Tapalqué;Bosques;966,6
1493;2002;Tigre;Bosques;167
1494;2002;Tordillo;Bosques;47
1495;2002;Tornquist;Bosques;8934
1496;2002;Trenque Lauquen;Bosques;688
1497;2002;Tres Arroyos;Bosques;3049,5
1498;2002;Tres de Febrero;Bosques;0
1499;2002;Tres Lomas;Bosques;143
1500;2002;25 de mayo;Bosques;2503
1501;2002;Vicente López;Bosques;0
1502;2002;Villa Gesell;Bosques;0
1503;2002;Villarino;Bosques;184106
1504;2002;Zárate;Bosques;4456,3
1505;1988;Buenos Aires;Bosques;
1506;1988;Adolfo Alsina;Bosques;
1507;1988;Adolfo Gonzales Chaves;Bosques;
1508;1988;Alberti;Bosques;
1509;1988;Almirante Brown;Bosques;
1510;1988;Arrecifes;Bosques;
1511;1988;Avellaneda;Bosques;
1512;1988;Ayacucho;Bosques;
1513;1988;Azul;Bosques;
1514;1988;Bahía Blanca;Bosques;
1515;1988;Balcarce;Bosques;
1516;1988;Baradero;Bosques;
1517;1988;Bartolomé Mitre;Bosques;
1518;1988;Benito Juárez;Bosques;
1519;1988;Berazategui;Bosques;
1520;1988;Berisso;Bosques;
1521;1988;Bolívar;Bosques;
1522;1988;Bragado;Bosques;
1523;1988;Brandsen;Bosques;
1524;1988;Campana;Bosques;
1525;1988;Cañuelas;Bosques;
1526;1988;Capitán Sarmiento;Bosques;
1527;1988;Carlos Casares;Bosques;
1528;1988;Carlos Tejedor;Bosques;
1529;1988;Carmen de Areco;Bosques;
1530;1988;Castelli;Bosques;
1531;1988;Chacabuco;Bosques;
1532;1988;Chascomús;Bosques;
1533;1988;Chivilcoy;Bosques;
1534;1988;Colón;Bosques;
1535;1988;Coronel de Marina Leonardo Rosales;Bosques;
1536;1988;Coronel Dorrego;Bosques;
1537;1988;Coronel Pringles;Bosques;
1538;1988;Coronel Suárez;Bosques;
1539;1988;Daireaux;Bosques;
1540;1988;Dolores;Bosques;
1541;1988;Ensenada;Bosques;
1542;1988;Escobar;Bosques;
1543;1988;Esteban Echeverría;Bosques;
1544;1988;Exaltación de la Cruz;Bosques;
1545;1988;Ezeiza;Bosques;
1546;1988;Florencio Varela;Bosques;
1547;1988;Florentino Ameghino;Bosques;
1548;1988;General Alvarado;Bosques;
1549;1988;General Alvear;Bosques;
1550;1988;General Arenales;Bosques;
1551;1988;General Belgrano;Bosques;
1552;1988;General Guido;Bosques;
1553;1988;General Juan Madariaga;Bosques;
1554;1988;General La Madrid;Bosques;
1555;1988;General Las Heras;Bosques;
1556;1988;General Lavalle;Bosques;
1557;1988;General Paz;Bosques;
1558;1988;General Pinto;Bosques;
1559;1988;General Pueyrredón;Bosques;
1560;1988;General Rodríguez;Bosques;
1561;1988;General San Martín;Bosques;
1562;1988;General Sarmiento;Bosques;
1563;1988;General Viamonte;Bosques;
1564;1988;General Villegas;Bosques;
1565;1988;Guaminí;Bosques;
1566;1988;Hipólito Yrigoyen;Bosques;
1567;1988;Hurlingham;Bosques;
1568;1988;Ituzaingó;Bosques;
1569;1988;José C, Paz;Bosques;
1570;1988;Junín;Bosques;
1571;1988;La Costa;Bosques;
1572;1988;La Matanza;Bosques;
1573;1988;Lanús;Bosques;
1574;1988;La Plata;Bosques;
1575;1988;Laprida;Bosques;
1576;1988;Las Flores;Bosques;
1577;1988;Leandro N, Alem;Bosques;
1578;1988;Lezama;Bosques;
1579;1988;Lincoln;Bosques;
1580;1988;Lobería;Bosques;
1581;1988;Lobos;Bosques;
1582;1988;Lomas de Zamora;Bosques;
1583;1988;Luján;Bosques;
1584;1988;Magdalena;Bosques;
1585;1988;Maipú;Bosques;
1586;1988;Malvinas Argentinas;Bosques;
1587;1988;Mar Chiquita;Bosques;
1588;1988;Marcos Paz;Bosques;
1589;1988;Mercedes;Bosques;
1590;1988;Merlo;Bosques;
1591;1988;Monte;Bosques;
1592;1988;Monte Hermoso;Bosques;
1593;1988;Moreno;Bosques;
1594;1988;Morón;Bosques;
1595;1988;Navarro;Bosques;
1596;1988;Necochea;Bosques;
1597;1988;9 de julio;Bosques;
1598;1988;Olavarría;Bosques;
1599;1988;Patagones;Bosques;
1600;1988;Pehuajó;Bosques;
1601;1988;Pellegrini;Bosques;
1602;1988;Pergamino;Bosques;
1603;1988;Pila;Bosques;
1604;1988;Pilar;Bosques;
1605;1988;Pinamar;Bosques;
1606;1988;Presidente Perón;Bosques;
1607;1988;Puán;Bosques;
1608;1988;Punta Indio;Bosques;
1609;1988;Quilmes;Bosques;
1610;1988;Ramallo;Bosques;
1611;1988;Rauch;Bosques;
1612;1988;Rivadavia;Bosques;
1613;1988;Rojas;Bosques;
1614;1988;Roque Pérez;Bosques;
1615;1988;Saavedra;Bosques;
1616;1988;Saladillo;Bosques;
1617;1988;Salliqueló;Bosques;
1618;1988;Salto;Bosques;
1619;1988;San Andrés de Giles;Bosques;
1620;1988;San Antonio de Areco;Bosques;
1621;1988;San Cayetano;Bosques;
1622;1988;San Fernando;Bosques;
1623;1988;San Isidro;Bosques;
1624;1988;San Miguel;Bosques;
1625;1988;San Nicolás;Bosques;
1626;1988;San Pedro;Bosques;
1627;1988;San Vicente;Bosques;
1628;1988;Suipacha;Bosques;
1629;1988;Tandil;Bosques;
1630;1988;Tapalqué;Bosques;
1631;1988;Tigre;Bosques;
1632;1988;Tordillo;Bosques;
1633;1988;Tornquist;Bosques;
1634;1988;Trenque Lauquen;Bosques;
1635;1988;Tres Arroyos;Bosques;
1636;1988;Tres de Febrero;Bosques;
1637;1988;Tres Lomas;Bosques;
1638;1988;25 de mayo;Bosques;
1639;1988;Vicente López;Bosques;
1640;1988;Villa Gesell;Bosques;
1641;1988;Villarino;Bosques;
1642;1988;Zárate;Bosques;
1643;1988;Indeterminado;Bosques;
