Año del censo;Provincia;Código del partido;Partido;EAPS pequeñas (<= 500ha);EAPS grandes (>500 ha);Total EAPS;Total de HA;Superficie promedio;HA ocupadas por EAPS pequeñas;HA ocupadas por EAPS grandes;EAPS en manos de Empresas;EAPS en manos de Personas Humanas;Superficie en manos de Empresas;Superficie en mano de Personas Humanas;Cantidad de Mujeres propietarias de EAPs;Cantidad de Hombres propietarios de EAPs;Mujeres Residentes (Personas Humanas);Mujeres Residente (Empresas);Mujeres Residentes del campo;Varones Residentes (Personas Humanas);Varones Residentes (Empresas);Varones Residentes del campo;Cantidad de hectáreas implantadas de Cereales;Cantidad de hectáreas implantadas de Oleaginosas;Cantidad de hectáreas implantadas de Forrajeras;Maiz para grano por hectárea;Trigo pan por hectárea;Soja por hectárea;Forrajeras anuales por hectáreas;Forrajeras perennes por hectáreas;Cantidad de hectareas dedicadas a Bosques y montes naturales;Proporcion de ha para bosques naturales e implantados respecto al total;Empleo;Prácticas orgánicasbiodinámicas/agroecológicas
2002;Provincia de Buenos Aires;623;Pergamino;983;133;1116;284387;255;134197;150190;392;711;168382;111729;0;0;689;249;938;944;326;1270;65628;174138;24606;"25223,5";"37236,3";"173809,5";3323;21283;"894,8";0;433;0
2002;Provincia de Buenos Aires;630;Pila;165;109;274;249420;910;33990;215431;93;181;154822;94599;0;0;179;89;268;285;150;435;2641;1576;13779;1214;1427;1446;832;12947;"318,5";0;217;0
2002;Provincia de Buenos Aires;638;Pilar;101;0;101;1622;16;1622;0;18;83;1003;618;0;0;325;95;420;403;108;511;120;95;545;25;95;95;6;"538,5";0;0;213;0
2002;Provincia de Buenos Aires;644;Pinamar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;648;Presidente Perón;30;1;31;3100;100;2420;680;19;12;1254;883;0;0;33;9;42;46;14;60;650;675;262;0;650;675;4;258;0;0;14;0
2002;Provincia de Buenos Aires;651;Puán;569;313;882;545754;619;144759;400995;209;666;217903;323478;0;0;583;55;638;987;114;1101;113689;8174;118154;367;"88093,5";1941;70718;"47435,5";34595;0;299;0
2002;Provincia de Buenos Aires;655;Punta Indio;149;75;224;125628;561;25789;99839;81;142;61512;61116;0;0;181;78;259;305;103;408;742;35;3232;476;85;0;397;"2834,9";"2495,2";0;190;0
2002;Provincia de Buenos Aires;658;Quilmes;6;0;6;37;6;37;0;3;3;0;10;0;0;20;1;21;24;3;27;0;0;0;0;0;0;0;0;0;0;9;0
2002;Provincia de Buenos Aires;665;Ramallo;265;45;310;87999;284;37009;50990;90;220;50122;37877;0;0;267;33;300;348;46;394;20443;59636;2998;6879;13114;"59386,5";188;2810;3174;0;114;0
2002;Provincia de Buenos Aires;672;Rauch;652;192;844;358482;425;112542;245940;206;636;169373;188713;0;0;547;126;673;868;175;1043;5401;1962;26034;"2895,5";2048;394;4895;21139;"494,3";0;393;0
2002;Provincia de Buenos Aires;679;Rivadavia;393;194;587;364947;622;68880;296068;231;346;228845;121474;0;0;364;296;660;567;456;1023;49515;82015;93802;"28193,9";"20306,8";"58316,1";"26877,5";66924;"844,8";0;565;0
2002;Provincia de Buenos Aires;686;Rojas;493;90;583;183217;314;63832;119385;140;434;96601;81779;0;0;373;108;481;527;209;736;53080;92856;16878;"23447,4";"27365,2";"92846,2";1954;"14923,6";"446,2";0;268;0
2002;Provincia de Buenos Aires;693;Roque Pérez;387;68;455;135947;299;38799;97149;97;357;49325;86521;0;0;425;71;496;572;99;671;13219;14043;5676;"6100,7";"7051,3";"13719,5";"959,5";4716;1517;0;203;0
2002;Provincia de Buenos Aires;700;Saavedra;371;195;566;346156;612;85493;260663;127;436;141513;203839;0;0;349;92;441;635;181;816;91193;30638;92809;3650;"75675,5";8638;52780;40029;583;0;337;0
2002;Provincia de Buenos Aires;707;Saladillo;1148;96;1244;291436;234;110043;181393;260;978;164755;122166;0;0;978;175;1153;1254;278;1532;37904;54345;27693;15967;"21623,5";"49259,3";"2438,5";"25254,5";"1154,5";0;390;0
2002;Provincia de Buenos Aires;721;Salliqueló;171;38;209;139423;667;52138;87285;57;149;50870;37173;0;0;97;64;161;156;89;245;9799;5173;29718;2102;6768;1280;16898;"12819,5";26;0;122;0
2002;Provincia de Buenos Aires;714;Salto;447;69;516;90134;175;30520;59614;168;348;79663;59760;0;0;298;74;372;439;109;548;43598;81531;14071;"18849,5";23518;81508;"1255,5";12815;421;0;213;0
2002;Provincia de Buenos Aires;728;San Andrés de Giles;198;52;250;89309;357;29182;60127;77;170;43418;45639;0;0;277;116;393;425;128;553;24408;39024;5892;7288;17065;"37592,5";1692;4200;429;0;254;0
2002;Provincia de Buenos Aires;735;San Antonio de Areco;104;57;161;92604;575;15428;77177;73;86;56899;34980;0;0;190;199;389;224;320;544;28429;39696;13485;"13998,5";14024;"38807,5";"957,5";"12527,1";"239,5";0;345;0
2002;Provincia de Buenos Aires;742;San Cayetano;208;152;360;240195;667;45401;194794;89;271;95752;144443;0;0;301;44;345;535;117;652;79589;48945;32414;4621;"67020,5";"5968,5";8978;23436;1665;0;292;0
2002;Provincia de Buenos Aires;749;San Fernando;17;3;20;12269;613;2834;9435;5;15;0;2614;0;0;46;14;60;56;16;72;0;0;0;0;0;0;0;0;3886;0;20;0
2002;Provincia de Buenos Aires;756;San Isidro;9;0;9;3;0;3;0;6;3;2;0;0;0;2;1;3;2;2;4;0;0;0;0;0;0;0;0;0;0;3;0
2002;Provincia de Buenos Aires;760;San Miguel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;763;San Nicolás;268;25;293;53105;181;32490;20615;71;219;23300;28854;0;0;307;25;332;406;58;464;14042;33686;2771;"5635,5";"7882,5";"33621,5";309;2462;"53,5";0;90;0
2002;Provincia de Buenos Aires;770;San Pedro;583;49;632;105145;166;50585;54561;178;450;61272;43145;0;0;664;224;888;894;299;1193;23209;52868;4607;"8113,3";"14439,3";"52496,6";566;"4040,5";"395,5";0;304;0
2002;Provincia de Buenos Aires;778;San Vicente;148;22;170;48383;285;26418;21965;40;130;15231;33152;0;0;209;53;262;299;73;372;0;0;1955;0;0;0;1193;762;370;0;152;0
2002;Provincia de Buenos Aires;784;Suipacha;215;39;254;87473;344;36440;51033;88;163;46317;37449;0;0;243;143;386;347;221;568;8604;12014;20630;"2792,5";"5624,5";11597;3146;17484;434;0;272;0
2002;Provincia de Buenos Aires;791;Tandil;417;242;659;442390;671;70534;371856;290;360;292329;141173;0;0;711;464;1175;1057;698;1755;109052;80238;110056;21728;"83920,1";53234;22179;87877;"2462,5";0;981;0
2002;Provincia de Buenos Aires;798;Tapalqué;207;164;371;270895;730;47545;223351;124;243;136168;126403;0;0;163;39;202;284;160;444;2864;1878;8671;1479;1330;1184;1590;7081;"966,6";0;301;0
2002;Provincia de Buenos Aires;805;Tigre;35;0;35;696;20;696;0;4;31;0;609;0;0;47;2;49;42;4;46;0;0;2;0;0;0;0;2;167;0;4;0
2002;Provincia de Buenos Aires;812;Tordillo;93;32;125;105546;844;15234;90312;33;92;63413;31494;0;0;87;65;152;105;89;194;426;55;9863;426;0;55;220;9643;47;0;102;0
2002;Provincia de Buenos Aires;819;Tornquist;258;234;492;400387;814;66178;334209;153;335;194112;188617;0;0;427;155;582;630;266;896;76510;10794;98827;1444;65451;1669;62214;36613;8934;0;318;0
2002;Provincia de Buenos Aires;826;Trenque Lauquen;267;185;452;407812;902;59304;348508;145;296;206017;180193;0;0;758;250;1008;1139;474;1613;73424;77696;168901;"36220,9";33123;"50462,1";"47740,4";121161;688;0;1086;0
2002;Provincia de Buenos Aires;833;Tres Arroyos;355;337;692;526636;761;75917;450719;250;433;282466;238338;0;0;632;159;791;1095;310;1405;208851;119079;113749;"14930,5";"161260,2";7342;"23981,5";"89767,3";"3049,5";0;718;0
2002;Provincia de Buenos Aires;840;Tres de Febrero;5;0;5;117;23;117;0;0;5;0;117;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0
2002;Provincia de Buenos Aires;847;Tres Lomas;241;44;285;109675;385;43430;66245;70;212;56678;51510;0;0;153;53;206;262;109;371;13991;10896;47764;4587;7958;2888;14421;33343;143;0;167;0
2002;Provincia de Buenos Aires;854;25 de mayo;693;175;868;363368;419;96735;266632;203;660;180640;170417;0;0;676;218;894;1017;361;1378;42408;67052;40522;15024;"25139,5";63835;5971;34551;2503;0;594;0
2002;Provincia de Buenos Aires;861;Vicente López;4;0;4;1;0;1;0;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;868;Villa Gesell;3;0;3;6;2;6;0;0;3;0;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0
2002;Provincia de Buenos Aires;875;Villarino;583;355;938;879258;937;104750;774508;192;736;409701;450228;0;0;874;143;1017;1402;335;1737;65831;3739;163786;1610;51288;205;77872;"85913,5";184106;0;689;0
2002;Provincia de Buenos Aires;882;Zárate;145;22;167;34959;209;11384;23576;61;106;21228;13731;0;0;193;122;315;264;160;424;7433;12789;3177;"2626,5";4633;"12616,5";418;"2758,5";"4456,3";0;202;0
1988;Provincia de Buenos Aires;6;Provincia de Buenos Aires;62205;13274;75479;27282510;361;7981871;19300639;24203;50602;14540405;12108104;0;0;0;0;0;0;0;0;3651208;2283645;5610541;"912300,5";"2257130,5";"1041462,6";"1829898,8";"3780641,9";0;0;181679;0
1988;Provincia de Buenos Aires;0;Adolfo Alsina;773;248;1021;476780;467;161126;315655;277;732;202673;264887;0;0;0;0;0;0;0;0;121346;37906;203110;5941;"92637,5";102;"102545,4";"100564,1";0;0;0;0
1988;Provincia de Buenos Aires;0;Adolfo Gonzales Chaves;350;177;527;334132;634;77695;256437;115;349;184858;148852;0;0;0;0;0;0;0;0;71588;31870;91828;2721;"55307,5";177;"20313,5";"71514,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Alberti;413;29;442;99429;225;49360;24052;173;246;72355;26993;0;0;0;0;0;0;0;0;31322;22123;26839;"17337,5";13041;"17465,5";"2377,5";"24461,3";0;0;0;0
1988;Provincia de Buenos Aires;0;Almirante Brown;84;0;84;1245;15;854;0;0;71;435;811;0;0;0;0;0;0;0;0;0;0;83;0;0;0;22;"60,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Arrecifes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Avellaneda;57;0;57;278;5;161;0;18;52;109;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Ayacucho;827;344;1171;627694;536;153016;474679;393;771;351798;264430;0;0;0;0;0;0;0;0;14466;19248;107566;"7343,5";4707;120;"34007,3";"73558,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Azul;718;338;1056;649413;615;137868;511545;391;648;346026;280986;0;0;0;0;0;0;0;0;62226;34932;100112;15507;41500;4991;"28724,5";"71387,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Bahía Blanca;223;125;348;229382;659;45697;183686;147;192;128364;84255;0;0;0;0;0;0;0;0;34555;170;54789;0;28360;0;38901;15888;0;0;0;0
1988;Provincia de Buenos Aires;0;Balcarce;1139;208;1347;394978;293;119864;275115;489;838;244874;135040;0;0;0;0;0;0;0;0;58836;24646;115215;"12513,4";"38372,5";94;"26620,3";"88594,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Baradero;340;34;374;85880;230;33049;35472;114;235;40215;41854;0;0;0;0;0;0;0;0;17698;26668;17062;9942;7471;20413;2483;"14578,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Bartolomé Mitre;355;55;410;639;2;451;0;159;213;72980;30262;0;0;0;0;0;0;0;0;25017;54266;19623;11018;"13415,5";"51334,5";2296;"17327,2";0;0;0;0
1988;Provincia de Buenos Aires;0;Benito Juárez;497;255;752;103396;137;40559;49878;241;498;243852;248131;0;0;0;0;0;0;0;0;59281;25488;103699;6303;"46204,5";854;30276;"73422,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Berazategui;214;0;214;505076;2360;99091;405985;41;172;3938;3901;0;0;0;0;0;0;0;0;332;206;200;306;24;0;130;70;0;0;0;0
1988;Provincia de Buenos Aires;0;Berisso;84;0;84;8349;99;4274;0;0;73;1542;3968;0;0;0;0;0;0;0;0;12;120;9;12;0;0;3;6;0;0;0;0
1988;Provincia de Buenos Aires;0;Bolívar;1698;206;1904;5567;3;1674;0;394;1442;216275;260807;0;0;0;0;0;0;0;0;14802;11376;47543;"6074,5";"6627,2";0;11477;"36065,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Bragado;872;88;960;478219;498;200049;278170;257;669;108993;92251;0;0;0;0;0;0;0;0;50083;45183;48933;23749;15045;"33785,8";10173;38760;0;0;0;0
1988;Provincia de Buenos Aires;0;Brandsen;371;29;400;201314;503;98141;90732;140;274;52015;42608;0;0;0;0;0;0;0;0;470;335;15688;"311,5";130;0;8074;"7613,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Campana;247;19;266;94623;356;50931;20134;60;180;32662;19154;0;0;0;0;0;0;0;0;1441;2428;2463;"784,5";"523,9";1046;"1013,5";1449;0;0;0;0
1988;Provincia de Buenos Aires;0;Cañuelas;470;50;520;56387;108;20041;20109;164;347;55633;47175;0;0;0;0;0;0;0;0;4397;2390;13426;3166;975;25;5955;7471;0;0;0;0
1988;Provincia de Buenos Aires;0;Capitán Sarmiento;221;22;243;104287;429;55084;49202;85;172;26807;25491;0;0;0;0;0;0;0;0;13822;16246;19602;7846;5235;"13575,3";"2119,5";17482;0;0;0;0
1988;Provincia de Buenos Aires;0;Carlos Casares;910;95;1005;52913;53;24747;15696;250;709;141699;90541;0;0;0;0;0;0;0;0;14997;10547;36291;8115;"4920,5";"3685,5";"11205,5";"25085,6";0;0;0;0
1988;Provincia de Buenos Aires;0;Carlos Tejedor;660;182;842;237499;282;102683;85853;299;533;210828;147301;0;0;0;0;0;0;0;0;12977;8000;68357;6032;3610;1487;"12227,5";"56129,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Carmen de Areco;204;37;241;372281;1545;100801;271480;75;139;51509;22684;0;0;0;0;0;0;0;0;11853;13595;16688;"5819,5";5841;12109;"4700,5";"11987,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Castelli;282;87;369;75763;205;24217;37144;98;240;142779;75031;0;0;0;0;0;0;0;0;3574;9215;33912;"2383,5";1090;0;"7349,2";"26563,2";0;0;0;0
1988;Provincia de Buenos Aires;0;Chacabuco;1312;88;1400;232381;166;35838;196543;430;974;120281;95909;0;0;0;0;0;0;0;0;62077;53981;47690;"38419,2";"22777,3";"51460,3";"6169,5";"41520,8";0;0;0;0
1988;Provincia de Buenos Aires;0;Chascomús;801;208;1009;217495;216;103877;80986;342;657;178957;184316;0;0;0;0;0;0;0;0;8189;7147;49451;"6672,2";"774,6";276;"12834,1";"36616,6";0;0;0;0
1988;Provincia de Buenos Aires;0;Chivilcoy;1004;64;1068;384707;360;131877;252831;366;715;96945;76779;0;0;0;0;0;0;0;0;49352;40742;51869;25981;"22527,2";"32798,8";"7596,5";"44272,8";0;0;0;0
1988;Provincia de Buenos Aires;0;Colón;508;29;537;175470;327;93564;62307;158;362;53284;33431;0;0;0;0;0;0;0;0;36475;33201;23478;"16050,4";"19822,5";32823;"1189,5";"22288,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Coronel de Marina Leonardo Rosales;113;37;150;86734;578;47819;9838;67;93;61857;33950;0;0;0;0;0;0;0;0;22204;0;33334;0;18198;0;18599;14735;0;0;0;0
1988;Provincia de Buenos Aires;0;Coronel Dorrego;498;309;807;98471;122;27821;22381;276;540;232647;251167;0;0;0;0;0;0;0;0;155797;40039;99641;4247;"109254,3";415;55340;44301;0;0;0;0
1988;Provincia de Buenos Aires;0;Coronel Pringles;527;279;806;502302;623;126201;283031;223;569;236041;255540;0;0;0;0;0;0;0;0;102800;30145;100845;3106;"79834,5";116;39763;"61081,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Coronel Suárez;964;279;1243;513035;413;111481;401554;317;910;282570;272031;0;0;0;0;0;0;0;0;130754;63698;126803;8038;"110429,7";785;48182;"78620,6";0;0;0;0
1988;Provincia de Buenos Aires;0;Daireaux;591;166;757;587661;776;151319;436342;257;491;191872;140544;0;0;0;0;0;0;0;0;21729;13940;81654;"3792,5";15054;90;"19962,5";"61691,9";0;0;0;0
1988;Provincia de Buenos Aires;0;Dolores;314;81;395;343138;869;89471;253667;101;287;101376;66429;0;0;0;0;0;0;0;0;1785;467;5833;"1558,5";150;100;1427;"4405,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Ensenada;14;0;14;171365;12240;47153;124212;0;16;1467;1457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Escobar;425;0;425;2933;7;1345;0;46;370;2017;6909;0;0;0;0;0;0;0;0;0;160;49;0;0;160;"20,5";28;0;0;0;0
1988;Provincia de Buenos Aires;0;Esteban Echeverría;149;0;149;9868;66;6903;0;49;111;5441;6310;0;0;0;0;0;0;0;0;341;291;1262;"117,5";131;0;442;820;0;0;0;0
1988;Provincia de Buenos Aires;0;Exaltación de la Cruz;576;14;590;12671;21;8075;0;118;404;16528;28984;0;0;0;0;0;0;0;0;7048;8356;10557;"3474,5";2747;4444;"3202,7";"7353,9";0;0;0;0
1988;Provincia de Buenos Aires;0;Ezeiza;0;0;0;45517;0;33096;12421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Florencio Varela;588;0;588;0;0;0;0;129;468;3599;7308;0;0;0;0;0;0;0;0;159;83;900;"49,5";105;0;"307,5";"592,6";0;0;0;0
1988;Provincia de Buenos Aires;0;Florentino Ameghino;0;0;0;10908;0;8053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;General Alvarado;631;68;699;0;0;0;0;202;495;92783;55965;0;0;0;0;0;0;0;0;39694;13082;57729;"9844,5";"27512,3";62;10984;"46744,6";0;0;0;0
1988;Provincia de Buenos Aires;0;General Alvear;339;111;450;153057;340;45463;71283;50;312;144403;114698;0;0;0;0;0;0;0;0;7359;2102;24898;5360;236;172;"4266,5";20631;0;0;0;0
1988;Provincia de Buenos Aires;0;General Arenales;827;47;874;259594;297;55275;204319;264;610;65145;68981;0;0;0;0;0;0;0;0;65516;55322;20289;"34091,6";30870;"53584,4";3932;"16356,5";0;0;0;0
1988;Provincia de Buenos Aires;0;General Belgrano;302;99;401;137262;342;57447;26375;123;275;95690;95143;0;0;0;0;0;0;0;0;7313;7047;21856;"4820,9";1720;704;4285;17571;0;0;0;0
1988;Provincia de Buenos Aires;0;General Guido;268;117;385;192741;501;35007;157734;119;263;102475;114210;0;0;0;0;0;0;0;0;2335;1584;11294;"2155,5";40;0;3177;8117;0;0;0;0
1988;Provincia de Buenos Aires;0;General Juan Madariaga;355;145;500;218965;438;57174;161791;122;328;147722;128137;0;0;0;0;0;0;0;0;6073;1271;26024;"4523,5";1188;0;"7099,5";18924;0;0;0;0
1988;Provincia de Buenos Aires;0;General La Madrid;399;225;624;280497;450;51345;229152;180;420;187457;216637;0;0;0;0;0;0;0;0;39129;19866;95959;2439;30359;40;18385;"77573,5";0;0;0;0
1988;Provincia de Buenos Aires;0;General Las Heras;354;22;376;421592;1121;76777;344815;142;234;31039;31006;0;0;0;0;0;0;0;0;2084;1149;7353;"1201,5";651;340;2852;4501;0;0;0;0
1988;Provincia de Buenos Aires;0;General Lavalle;122;90;212;62045;293;42094;19951;61;147;140926;83032;0;0;0;0;0;0;0;0;1064;370;11033;"964,3";100;0;2552;"8480,9";0;0;0;0
1988;Provincia de Buenos Aires;0;General Paz;496;28;524;224615;429;25889;197380;153;377;45212;53539;0;0;0;0;0;0;0;0;3082;1916;12450;2013;534;85;5390;"7060,4";0;0;0;0
1988;Provincia de Buenos Aires;0;General Pinto;617;184;801;99673;124;58363;20730;297;494;283997;124140;0;0;0;0;0;0;0;0;49060;49294;166933;"16854,5";"20702,2";"24165,5";"41653,4";"125279,7";0;0;0;0
1988;Provincia de Buenos Aires;0;General Pueyrredón;651;48;699;412387;590;78854;333533;218;484;83688;43308;0;0;0;0;0;0;0;0;22322;6622;44395;5527;15250;40;"9825,6";"34569,2";0;0;0;0
1988;Provincia de Buenos Aires;0;General Rodríguez;208;5;213;128736;604;45128;44352;52;139;14838;9429;0;0;0;0;0;0;0;0;1788;668;5387;868;607;245;1660;"3726,5";0;0;0;0
1988;Provincia de Buenos Aires;0;General San Martín;0;0;0;30710;0;15889;3001;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;General Sarmiento;173;0;173;3;0;0;0;30;143;139;462;0;0;0;0;0;0;0;0;5;0;4;5;0;0;2;2;0;0;0;0
1988;Provincia de Buenos Aires;0;General Viamonte;862;86;948;208676;220;85751;88865;305;645;112386;91079;0;0;0;0;0;0;0;0;36215;37188;40267;19143;14479;"27888,2";9411;"30855,5";0;0;0;0
1988;Provincia de Buenos Aires;0;General Villegas;886;320;1206;656740;545;147873;508867;382;808;375575;270410;0;0;0;0;0;0;0;0;97499;84272;268906;"31901,6";"48705,5";"39090,7";"60476,9";"208429,2";0;0;0;0
1988;Provincia de Buenos Aires;0;Guaminí;507;151;658;348305;529;90580;257725;199;455;174737;170889;0;0;0;0;0;0;0;0;52351;22777;134226;7843;34873;25;"47857,5";86368;0;0;0;0
1988;Provincia de Buenos Aires;0;Hipólito Yrigoyen;361;72;433;153185;354;44612;108572;137;277;91253;54101;0;0;0;0;0;0;0;0;6837;3372;22685;4201;1740;10;6785;"15899,8";0;0;0;0
1988;Provincia de Buenos Aires;0;Hurlingham;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Ituzaingó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;"José C, Paz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Junín;1013;76;1089;201352;185;109026;46574;370;710;108568;88210;0;0;0;0;0;0;0;0;69174;65133;36634;34845;"32523,5";61461;10279;"26355,2";0;0;0;0
1988;Provincia de Buenos Aires;0;La Costa;6;3;9;5526;614;1043;2515;3;12;572;4954;0;0;0;0;0;0;0;0;100;0;3;100;0;0;3;0;0;0;0;0
1988;Provincia de Buenos Aires;0;La Matanza;166;0;166;4561;27;2172;0;27;142;1303;3258;0;0;0;0;0;0;0;0;433;119;423;"19,7";"408,5";50;"287,3";136;0;0;0;0
1988;Provincia de Buenos Aires;0;Lanús;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;La Plata;1191;12;1203;42135;35;29177;12958;234;960;15548;26268;0;0;0;0;0;0;0;0;674;510;4937;384;285;185;"2652,6";"2283,9";0;0;0;0
1988;Provincia de Buenos Aires;0;Laprida;247;178;425;298612;703;57800;240812;134;291;135359;139393;0;0;0;0;0;0;0;0;18724;6356;60800;713;15432;25;20061;40739;0;0;0;0
1988;Provincia de Buenos Aires;0;Las Flores;631;105;736;321344;437;92581;116952;256;538;193778;125421;0;0;0;0;0;0;0;0;8602;4885;27376;8130;126;220;3880;"23495,5";0;0;0;0
1988;Provincia de Buenos Aires;0;"Leandro N, Alem";435;45;480;130261;271;54199;65658;120;338;71524;58642;0;0;0;0;0;0;0;0;23797;19012;56273;"12645,5";7800;14281;"21585,5";"34687,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Lezama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Lincoln;1311;234;1545;555547;360;147929;407618;474;1051;347001;192550;0;0;0;0;0;0;0;0;73100;63750;158788;29218;30586;31599;"37564,5";"121223,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Lobería;752;235;987;392338;398;112047;280291;367;612;222943;161119;0;0;0;0;0;0;0;0;110676;70776;118013;"12147,2";"84085,5";664;"37556,3";"80456,3";0;0;0;0
1988;Provincia de Buenos Aires;0;Lobos;929;42;971;155982;161;82818;29966;260;671;79834;75746;0;0;0;0;0;0;0;0;12324;10386;28742;"10436,5";"1096,5";1543;7209;"21533,1";0;0;0;0
1988;Provincia de Buenos Aires;0;Lomas de Zamora;0;0;0;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;30;10;30;0;0;30;0;0;0;0
1988;Provincia de Buenos Aires;0;Luján;414;17;431;62844;146;34404;11886;163;271;36535;25624;0;0;0;0;0;0;0;0;8467;6386;15133;"4587,1";"3073,4";"2475,8";"3596,1";11537;0;0;0;0
1988;Provincia de Buenos Aires;0;Magdalena;875;159;1034;311754;302;117594;162761;331;704;157847;151161;0;0;0;0;0;0;0;0;3856;5105;23651;"2581,5";"1024,5";257;"10488,3";"13162,8";0;0;0;0
1988;Provincia de Buenos Aires;0;Maipú;184;132;316;261111;826;37448;223664;87;191;135278;115717;0;0;0;0;0;0;0;0;2639;1350;28495;"2373,5";135;0;"4222,5";24272;0;0;0;0
1988;Provincia de Buenos Aires;0;Malvinas Argentinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Mar Chiquita;354;149;503;323737;644;52429;271308;198;301;222373;98949;0;0;0;0;0;0;0;0;9731;9841;56198;6154;2897;0;"11743,9";"44454,3";0;0;0;0
1988;Provincia de Buenos Aires;0;Marcos Paz;334;10;344;30954;90;23096;7838;120;224;16534;14420;0;0;0;0;0;0;0;0;828;681;6610;473;"296,5";45;"3615,3";"2994,6";0;0;0;0
1988;Provincia de Buenos Aires;0;Mercedes;643;28;671;91578;136;55654;19002;202;471;51593;39189;0;0;0;0;0;0;0;0;5795;8562;20896;"3600,8";2103;3511;"4982,5";"15913,2";0;0;0;0
1988;Provincia de Buenos Aires;0;Merlo;157;0;157;2245;14;1879;0;0;139;428;1816;0;0;0;0;0;0;0;0;17;0;112;5;5;0;28;84;0;0;0;0
1988;Provincia de Buenos Aires;0;Monte;330;89;419;163623;391;48071;115552;147;267;88182;71394;0;0;0;0;0;0;0;0;6480;7094;31022;"4684,5";1453;563;5813;25209;0;0;0;0
1988;Provincia de Buenos Aires;0;Monte Hermoso;0;0;0;15051;0;0;0;4;0;15051;0;0;0;0;0;0;0;0;0;0;0;6095;0;0;0;70;6025;0;0;0;0
1988;Provincia de Buenos Aires;0;Moreno;169;0;169;2421;14;2136;0;32;136;992;1345;0;0;0;0;0;0;0;0;3;65;54;3;0;0;15;39;0;0;0;0
1988;Provincia de Buenos Aires;0;Morón;0;0;0;4;0;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Navarro;571;48;619;143287;231;71135;33575;183;425;60454;81411;0;0;0;0;0;0;0;0;14329;13137;33643;8751;4328;5626;"10283,5";"23359,5";0;0;0;0
